www.expressandstar.com 1
www.rhyljournal.co.uk 1
www.sevenoakschronicle.co.uk 1
www.thescarboroughnews.co.uk 1
www.essexchronicle.co.uk 2
www.thisislocallondon.co.uk 1
www.thetelegraphandargus.co.uk 3
www.nwemail.co.uk 2
www.courier.co.uk 3
www.hinckleytimes.net 1
www.thecourier.co.uk 1
www.portsmouth.co.uk 2
www.stokesentinel.co.uk 5
www.walesonline.co.uk 1
www.derryjournal.com 3
www.newsshopper.co.uk 2
mireportz.com 1
www.leicestermercury.co.uk 7
www.swindonadvertiser.co.uk 2
www.shieldsgazette.com 1
www.braintreeandwithamtimes.co.uk 2
www.chroniclelive.co.uk 2
www.dewsburyreporter.co.uk 1
www.hampshirechronicle.co.uk 2
www.strabaneweekly.co.uk 2
www.hexhamcourant.co.uk 2
www.gainsboroughstandard.co.uk 1
www.bbc.co.uk 41
www.shropshirestar.com 1
www.manchestereveningnews.co.uk 1
www.ledburyreporter.co.uk 1
www.examiner.co.uk 3
www.gloucestershireecho.co.uk 1
www.eveningtimes.co.uk 1
www.louthleader.co.uk 2
www.tyronetimes.co.uk 1
www.westerntelegraph.co.uk 3
www.antrimtimes.co.uk 2
torbaytimes.co.uk 1
www.thejournal.co.uk 2
www.wirralnews.co.uk 1
www.messengernewspapers.co.uk 1
www.dailypost.co.uk 2
www.liverpoolecho.co.uk 1
www.northlondon-today.co.uk 2
www.bathchronicle.co.uk 1
www.north-star-news.co.uk 1
www.gazette-news.co.uk 2
www.crewechronicle.co.uk 1
qnews.co.uk 2
www.hulldailymail.co.uk 1
www.thestar.co.uk 1
libertarianhome.co.uk 1
www.thurrockgazette.co.uk 1
www.thenorthernecho.co.uk 1
northernirelandweb.com 1
www.portadowntimes.co.uk 1
www.ipswichstar.co.uk 1
www.stroudnewsandjournal.co.uk 2
ipswichspy.com 5
www.sloughexpress.co.uk 1
www.stalbansreview.co.uk 2
www.warringtonguardian.co.uk 1
www.somersetguardian.co.uk 1
www.chesterchronicle.co.uk 4
www.romfordrecorder.co.uk 1
www.northamptonchron.co.uk 2
www.bostontarget.co.uk 1
www.sheptonmalletjournal.co.uk 1
www.cumbernauld-media.com 2
www.falmouthpacket.co.uk 1
www.thejc.com 1
www.brentwoodweeklynews.co.uk 1
www.itv.com 2
iwradio.co.uk 1
www.banbridgeleader.co.uk 1
www.grimsbytelegraph.co.uk 1
www.whtimes.co.uk 1
www.gloucestercitizen.co.uk 1
www.eastlondonlines.co.uk 1
www.libdemvoice.org 8
www.burtonmail.co.uk 1
www.thisissouthwales.co.uk 1
www.hamhighbroadway.co.uk 1
www.cityam.com 1
www.eastlothiancourier.com 2
www.buryfreepress.co.uk 1
www.gazetteseries.co.uk 2
www.westerndailypress.co.uk 1
www.fromestandard.co.uk 1
www.downnews.co.uk 1
www.croydonadvertiser.co.uk 1
www.hamhigh.co.uk 1
www.nuneaton-news.co.uk 4
www.theguardian.com 6
www.harrowtimes.co.uk 1
www.swlondoner.co.uk 2
www.lancashiretelegraph.co.uk 1
www.westbriton.co.uk 2
www.wscountytimes.co.uk 4
www.ilkestonadvertiser.co.uk 1
www.chad.co.uk 1
www.theargus.co.uk 1
www.cravenherald.co.uk 1
www.dailyecho.co.uk 3
www.pressandjournal.co.uk 1
www.northdevonjournal.co.uk 1
www.canterburytimes.co.uk 3
www.rochdaleonline.co.uk 1
www.miltonkeynes.co.uk 1
www.bristolpost.co.uk 1
www.lep.co.uk 2
www.derbytelegraph.co.uk 3
www.newburytoday.co.uk 1
www.bexhillobserver.net 2
www.bedfordshire-news.co.uk 3
theweekin.co.uk 1
www.belfasttelegraph.co.uk 2
www.watfordobserver.co.uk 2
www.u.tv 1
www.dailymail.co.uk 1
www.heraldscotland.com 1
ulsterherald.com 1
www.granthamjournal.co.uk 2
www.oxfordmail.co.uk 2
www.marlboroughnewsonline.co.uk 1
www.meltontimes.co.uk 2
www.getwestlondon.co.uk 3
www.herefordtimes.com 1
www.newarkadvertiser.co.uk 2
www.hertsandessexobserver.co.uk 2
www.thanetgazette.co.uk 1
www.independent.co.uk 1
www.conservativehome.com 0
www.labourlist.org 0
rt.com x
www.kentonline.co.uk x
www.falkirkherald.co.uk
www.newspostleader.co.uk
www.littlehamptongazette.co.uk
www.greenocktelegraph.co.uk
www.wiltsglosstandard.co.uk
